title,rating,review_text,location,hotel,label
Muy correcto,4,"Perfecta ubicación si buscas estar al lado de la estación de tren.  Las habitaciones no son muy amplias pero son suficientes. Todo está bastante nuevo y cuidado. La cama es cómoda. El lavabo es pequeño pero correcto y bastante nuevo.  No me gustó que la habitación diera al patio interior, por donde pasas para entrar a las habitaciones, aunque es algo personal.  Repetiré ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1
TRATO INMEJORABLE,5,"Hemos estado un fin de semana en este hotel y decir que nos hemos sentido como en casa a gracias al trato recibido por todos su empleados y en ESPECIAL por DAVID en recepción muy amable y disponible en todo momento.Con gente así, merece la pena viajar por toda España.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,1
visita por boda,3,"El hotel esta muy cerca de la estación del AVE Maria Zambrano. Estancias limpias y adecuadas, con personal amable y atento cuando lo requerimos. Por lo que se paga por el hotel creo que hay cosas mejorables como disponer de ciertas amenities, minibar o incluso el desayuno buffet es algo escaso. En general lo que destacaría es la localización cerca de la estación y la limpieza.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Don_Paco,3
"Ubicación perfecta, reforma a medias",5,"La ubicación del hotel es perfecta. El resto del hotel da la sensación que la reforma se ha quedado a medias. Tiene luces y sombras. El personal correcto, limpieza correcta y desayuno sencillo pero completo.  Por ubicación el hotel gana mucho, pero algo pasado de precio para lo que es. Bien pero no excelente",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
Pésimo para un 4 estrellas.,2,"Problemas con el parking a  pesar de hablar antes de empezar el viaje 3 veces Tenían la nota apuntada pero no sirvió de nada. El aire acondicionado brilló por su ausencia y la reposición de cosas básicas en el baño brilló por su ausencia, gorro de ducha, crema para el pelo. No estamos hablando de una pensión , hablamos de hotel de 4 estrellas. Francamente relación calidad precio  un 0.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,0
Estancia muy agradable,5,"la habitación perfecta, la terraza muy agradable, abe por la tarde noche y se esta estupendamente tomando una copa. Si muy correctos, educados, deje la maleta y cuando violvi a recogerla no tardaron nada. Recomendable",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
Todo fueron facilidades,5,"Volver a este hotel que conocí antes de cambiar de nombre, ha supuesto reenamorarme de su situación, de su terraza y ahora, por fin, de sus habitaciones y pasillos a los que se les han dado la vuelta, y quitado el aire deslavazado de viaje de fin de curso del siglo pasado que arrastraba.  Luminoso, coqueto y discreto, con un personal que me ha dado todas las facilidades para mis labores, eliminando mostradores que tapan, para cambiarlos por una mesa a la que te puedes sentar para contar o check in-out con confianza.  El la azotea puedes disfrutar de una copa con buenas vistas, y teniendo la habitación en el piso de abajo, no tuve problema alguno de ruidos, y si toda la luz de la Costa del Sol, despertándome con cariño.  Y me ha encantado que de amenities pongan agua en brick…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
Calor insoportable en la habitación,3,"Hotel con buena calidad y precio . Bien situado respecto al centro de la ciudad pero algo alejado de la playa.La única pega que tuve fue que no funcionaba el aire acondicionado y en plena ola de calor. se lo dije en recepción pero no me solucionaron el problema por lo que no pude dormir en toda la noche debido al calor, creo que por lo menos podían haberme cambiado de habitación.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,3
Recepcion,1,"A las 17:30 nos dicen que tiene que venir los de mantenimiento si o si, viernesssss, ganas de trabajar pocas, Quieren venir  a las 18:00 a la habitacion sin previo aviso para arreglar el aire acondicionado, cosa que no entendemos porque el aire funciona bien, Nos intentan comprar con una consumicion en el bar del Hotel, para que no se enteren del servicio mediocre. El personal de recepcion, mejor estaria haciendo pan, que en un hotel de 4 Estrellas.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,0
Muy bien,4,"Sobre el papel de la situación en la que nos encontramos fuimos espectantes, pero la verdad que está muy bien en relación a las medidas contra el covid, la única pega es el desayuno mtuy escueto......",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
Excelente,5,"Habitaciones amplias y limpias, en perfecto estado todo. El personal muy amable y dispuesto a ayudar. Me calentaron muchos biberones y me arreglaron papeleo sin ningún problema. El precio, ajustadisimo para el buen conjunto que ofrecen. Muy recomendable.  ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
Un acierto,5,"Ubicación fenomenal para moverte hacia el centro o bien hacia el puerto, atención super agradable y limpieza excelente siendo este lo que me deciada a volver. La terraza es ideal para tomarte un café en un ambiente relajado",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
Tienen una terraza pequeña pero bonita,2,"El hotel esta situado en pleno centro, pero no se corresponde en absoluto con las estrellas ni con el precio. Es bastante normalito sin nada a destacar, salvo la terraza, que a pesar de ser pequeña te ofrece buenas vistas y una barra donde poder disfrutar de algo al aire fresco. El aparcamiento esta enfrente del hotel y es bastante pequeño.Por ese precio hay opciones mejores.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,0
"Muy buena atancion, Calidad y Ubicacion",5,"Me hospede una noche, la habitación muy cómoda y por la ubicación es muy fácil moverse y conocer la ciudad antigua de Málaga y el muelle.  El desayuno de muy buena calidad y cantidad.  Tiene un bar en el ultimo piso con una excelente vista.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
Buena ubicacion,5,Acabamos de pasar unos dias en este hotel y esta muy centrico.y el trato de Javier de recepcion.muy profesional te informa y ayuda en todo.conocimos muy buenos sitios en Malaga vale la pena conocerla.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
"Viaje de ocio,y cultural",5,"Estupendo hotel.Servicio, esmerado y muy agradable.El personal,del hotel, estupendo.La terraza,y las vistas maravillosas.Muy cerca,de todas partes.Las habitaciones,estupendas.Muy recomendable.Yo, seguro que volveré.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
Finde 20 sep,5,"Un hotel renovado, funcional y moderno. Ocupamos la junior suite, muy amplia, con un aire acondicionado potente, cuarto de baño grande todo muy limpio. Armario con puertas correderas de espejo, minibar, caja fuerte y las comodidades propias de un hotel 4*. Quizás echamos en falta el servicio de habitaciones para comer algo propio de otros hoteles de su categoría, pero dado lo céntrico que está situado, realmente no es necesario, la oferta gastronómica a su alrededor es suficiente. El personal amable en todo momento y muy profesional.  ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
"Restaurante terraza, un lujo",5,Este hotel esconde un rincón con unas estupendas vistas y un muy agradable ambiente. Aun que la carta es pequeña el chef trabaja por cuidar los detalles y ser agradable. Muy buena calidad y a un precio muy contenido.  No es accesible para personas con movilidad reducida y no lo recomiendo para familias con niños pequeños. Sobre todo para parejas que deseen un rato agradable y buenos productos,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
ESTANCIA NADA AGRADABLE,3,"Estuvimos alojados una semana y la verdad no nos ha gustado nada el hotel, no tienen rampa para subir las maletas solo escaleras, mal olor al entrar a alcantarilla, la habitacion la arreglaban a mas de las tres y media de la tarde, un dia se les olvido poner toallas y jabon, y dos dias vinieron a las cuatro y estabamos descansando y no nos la pudieron arreglar, no reponian el minibar, total que nuestra estancia no ha sido nada agradable ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,3
No se correspo de con un hotel.de 4 estrellas,2,"Es un hotel.muy centrico, limpio y aceptable, pero nonse correspinde en absoluto con un establecimiento de 4 estrellas ni con los precios que tiene. Con la cantidad de hhoteles q hay en Malaga, cualquiera de ese nivel esta infinitamente mejor . No voy a repetir",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,0
Opinión basada en experiencia propia,2,"En nuestra opinión un hotel lejos de las 4 estrellas, insonorización inexistente, las habitaciones nunca limpias cuando llegabamos después de estar 6 horas fuera de la habitación, poca limpieza y no reponen todos los días las cosas necesarias. Precio del parking muy caro. Personal de recepción bastante agradable y emplazamiento del hotel céntrico. A notre avis, un hôtel loin des 4 étoiles, pas d'insonorisation, les chambres ne sont jamais propres à notre arrivée après 6 heures départ de chambre, peu de nettoyage et ne réapprovisionnons. Le personnel de la réception assez sympa et bon emplacement.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,0
Aceptable,4,"Aunque se sitúa entre callejuelas en el Soho, está en el centro de Málaga. Las habitaciones algo pequeñas aunque modernas, como el resto de las instalaciones, la cama, el baño, la insonorización, todo muy bien. El personal amable.  Repetiría pero en otras circunstancias, en esta ocasión la terraza que tanto publicitan estaba cerrada por obras, y el precio fue demasiado alto, probablemente por el congreso nacional que se celebraba en Málaga esos días. ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,1
LE SOBRA UNA ESTRELLA Y EL CALIFICATIVO BOUTIQUE,2,"Hotel sumamente sencillo, sin áreas confortables donde poder tomar un café y leer un libro. Las habitaciones y rl balo son correctas. A nivel general está limpio. El desayuno es francamente pobre para un 4 estrellas: Mucho almíbar y poca fruta natural. Ausencia de zumos naturales Quesos y charcutería de segunda.  El calificativo ""boutique"" , en hosteleria se suele utilizar para describir un ""hotel con encanto"". En este caso particular no lo hemos sabido encontrar por ninguna parte.  Sumarizando:  Relación calidad-precio bastante alejada de la óptima. Pretencioso para ser un 4 estrellas: 3 sería lo justo. De ""boutique"" ni hablar.  Wste hotel pasa sin pena ni gloria por la hotelería malagueña. ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Soho_Boutique_Bahia_Malaga,0
Hotel recomendable ,4,"Si buscas un lugar limpio con servicios básicos y dignos a un precio razonable este podría ser tu hotel. No creo que merezca la pena gastar el doble en donde te van a dar lo mismo. Eso si, no esperes dos toallas: una de baño para todo.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
Buena calidad precio,5,"La habitación es pequeña pero las camas con muy cómodas, lo elegí por la cercanía al aeropuerto se queda a ocho minutos, el desayuno aunque ya no es buffet libre es muy completo y se puede repetir.ben general satisfecho",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
SUCIO (sábanas con orín) y ANTICUADO,1,"Nos hemos alojado mi hijo, mi mujer y yo. La desagradable sorpresa fue la sábana de la cama de matrimonio con una mancha de unos 25 cm de diámetro de orín en el centro... asqueroso. No comprendo ésto.  Tras quejarnos nos cambian a la habitación de al lado. Ahora la calefacción no funciona y la cama supletoria no se abre porque la cerradura (va con llave que sólo recepción puede usar) está averiada. Lamentable.   Adjunto fotos ya que para contrastar con las fotos de la web oficial...  No recomiendo este hotel absolutamente.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,0
Genial pero desayuno no es buffet,4,"Estuvimos 4 días de jueves a domingo,este hotel nos gustaba bastante calidad precio ya que estuvimos anteriormente. La habitación está genial,actual algo básica pero limpia que es lo que cuenta.No tienen mini bar. La cama es cómoda.Te cobran 10€ por noche por perro. Tiene parking exterior gratuito. Lo único que no nos gusto es que el desayuno que ponía que era buffet no lo fuera: -Te ponían un vaso de zumo -Te daban a elegir entre café o leche -te daban a elegir entre dos tostadas(con tomate triturado y aceite)o un sándwich de jamón y queso. -Te daban a elegir entre yogur(no te preguntaban el sabor) o la pieza de fruta(la que tocara sin poder elegir o por lo menos no lo decían ). -Después los desayunos te ponían el dulce que tocara,los primeros días solo había croissant con…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
"No volveré ni regalado estube el lunes noches, el recepcionista mal no lo siguiente,entrometido, mal educado y chismoso",1,"Fatal no lo siguiente, reservo habitación y resulta que el recepcionista está pendiente de lo que haces, con quien vas y dejas de ir creo que pago 60 euros para estar mejor que en mi casa no peor, la peor experiencia de mi vida, vergüenza humillación y educacion 0, no volveré lo aseguro! Me costó dinero y peleas por estar metido en donde no llaman.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,0
Hotel ideal para las conexiones de vuelo,3,"Hotel muy sencilla pero muy practico para pasar una noche al estar cerca aeropuerto, habitaciones muy sencillas pero funcionales quizas la cama dobe algo estrecha y baño sencillo pero muy practico y comodo ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,3
Estuvo bien.,3,"Pasamos una noche antes de coger nuestro vuelo. El hotel está a las afueras de Málaga pero muy cerca de la estación de metro que te deja casi en el centro de la ciudad. En cuanto a la habitación era pequeña, pero con todo lo necesario para una noche. Lo único es que no tenia armario para la ropa, solamente disponía de unas estanterías y un colgador con unas cuantas perchas. En cuanto al desayuno, considero que era algo escaso para el hotel que es: un solo tipo de pan, unos cuantos tipos de pan de molde, jamón york, queso, tortilla, croasan, cafe y zumo.  Además el hotel no dispone de transfer, aunque justo en la entrada hay una parada de taxis 24 horas.  ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,3
"Una buena opción, de camino al aeropuerto",3,"Me he hospedado un par de veces en este hotel pues al día siguiente salía temprano de viaje desde el aeropuerto de Malaga. Con un estilo minimalista, ofrece una perfecta ubicación para, en solo 3 minutos, estar en el aeropuerto sin problemas. La habitación, bastante sencilla, y quizás se echa de menos un lugar (tipo armario, aunque sea reducido) para poder colgar la ropa que llevas. Ofrece también máquinas de vending y tiene una cafetería donde poder comer de igual modo.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,3
Buena relación calidad precio,3,Bien cómodo el desayuno normal pero rico para estar cerca del aeropuerto si tienes que viajar temprano. A 7 minutos del aeropuerto. Todo básico Pero lo más importante camas cómodas y limpio.repetiria sin duda.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,3
Excelente relación calidad-precio,4,"Magnífico hotel para los que somos amantes de viajar en coche. Se accede muy bien a él desde cualquier vía importante y en el sótano cuenta con un parking seguro, amplio, cómodo y, por encima, barato. Otra cosa: vale la pena incluir el desayuno en la estancia.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
Olia fatal,1,"Ya estado varias veces hay,pero esta ultima la habitacion olia fatal olia a tabaco y luego solo pones dos toallas de baño nada mas deverian de poner una para el lavabo fatal la limpieza,por lo de mas bien",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,0
Precio de hotel de 4 estrellas para 1 estrella,1,"El hotel está muy lejos del centro, en un polígono, mal comunicado, al lado de una carretera, mal insonorizado y encima como es el puente de diciembre te cobran como si estuviera en el centro de la ciudad. Desayuno pésimo, un sólo tipo de jamón y malo, un sólo tipo de queso y peor, 1 sólo tipo de bollería y dura y poco más, para lo que cuesta no merece la pena.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,0
Muy comodo,4,"La habitación muy limpia,la cama muy cómoda y el baño espacioso hemos estado muy a gusto. El desayuno poco variado para su precio(5.50€). Aunque sin duda si volvemos a malaga nos alojaremos allí. Esta bien comunicado con el centro y su precio economico",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
Muy bueno ,4,"Es bastante limpio, bueno para pasar la noche, cerca de la zona del aeropuerto. Es cálido y comfortable, además de bastante económico. Si necesitas pasar la noche para poder viajar al día siguiente es genial, incluso tiene zona de mercado cerca (Carrefour Los Patios).",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
ESTANCI,4,"Muy cómodo y moderno A pesar de la ubicación las habitaciones son tranquilas, silenciosas Buen trato Desayuno bastante bien.  Cerca del Martín Carpena Aunque un poco lejos de la Calle Larios, que es donde está la marcha ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
Bastante bien,4,"En estos momentos estoy alojada en el hotel, solo para una noche. Tengo que decir que para hotel de paso esta muy bien y el desayuno es variado y tampoco es caro. Las habitaciones  son muy limpias y cómodas. La autovía está justo delante pero no se escucha nada de nada. Los recepcionistas atentos y amables.Seguramente volveré ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
Sencillo y confortable,4,"Estupenda habitación confortable no muy grande pero con lo básico para disfrutar de descanso adecuado ya sea para conocer la ciudad (no es céntrico) o para coger un avión. Con máquinas expendedoras de comida y bebida y servicio de restauración. Desayunos de 6:30 a 10:30. Bueno, sencillo y barato!!",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
Hotel mejorado,3,"Estuve en este hotel hace algún tiempo y he de reconocer que han estado mejorando con el paso del mismo.   La recepción un poco borde, habitación limpia  En las gomas del cristal de la mampara, se empieza a ver suciedad, pero eso no cambia que el baño estuviese limpio.   Mi habitación olía a marihuana en el rato que tardamos en ir a cenar y volver, algo extraño que posible fuese producido porque alguna otra familia estuviese consumiendo en otra habitación y esto se esparciera por los conductos de ventilación, deberían revisar esto.  No obstante, todo esto no empaña el que recomiende este hotel.  Volvería",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,3
"Buen hotel, servicio decepcionante",3,Me hospedé con mi hija cuatro noches en el Ibis Budget Malaga Aeropuerto. De principio los chicos del turno de la noche me atendieron excelente. Desafortunadamente las chicas del turno de dia son groseras y realizan cargos de más. Sigo esperando la devolución de cargos sin sentido por más de 15 eur que realizaron las chicas a mi cuenta bancaria. Son abusivas. ,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,3
Relación calidad precio,4,Hotel muy básico a un precio razonable muy cerca del aeropuerto. Camas pequeñas de 80 cm y el insufrible edredón europeo. No tiene ni minibar ni caja fuerte ni hervidor. Esta muy limpio y bien mantenido. Practico.como hotel de paso.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Ibis_Budget_Malaga_Aeropuerto,1
Fantástico,5,Está muy cerca de aeropuerto y a unos minutos del centro de Málaga. El personal es muy profesional y te ayudan en cualquier cosa. Con esto del Covid eramos algo reticentes a viajar pero ofrecen garantías de limpieza y hay geles hidroalcólicos por todas partes. Buffet de desayuno que te lo sirven en mesa. Habitación amplia y limpia...sin duda alguna volveremos.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Una noche en el hotel hilton inn garden,5,"Me alojé una noche en el hotel hotel inn garden antes de ir al aeropuerto de Málaga. El hotel tiene una ubicación perfecta para ir al aeropuerto.   Los +:  - La comodidad de las habitaciones  - Habitaciones muy limpias y luminosas - Piscina exterior muy mona - La boutique abierta 24h/24 - Personal muy agradable y eficaz (tanto al teléfono como en recepción). Mención a Victor, recepcionista de noche (muy atento) y Gemma (creo) por el día   Los -: Al entrar en otra habitación para ducharme (la mia tenía un problema pero lo solucionaron en menos de 1mn y pude ducharme en otra habitación), me di cuenta que había agua, kit dental, de costura etc, cosa que no había en la mia. En este período del coronavirus, la ocupación es bastante baja por lo que estaría bien verificar las…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Genial!!,5,"He estado alojada en este hotel por trabajo. Esta bien comunicado. Las habitaciones son amplias y muy comodas. Pero lo mejor el personal...habitaciones muy limpias, desayunos impresionantes, el personal de recepcion y del restaurante son la amabilidad personificada. Repetire!!!",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
jsanchez,4,"Hotel muy de mi gusto, moderno, cómodo y funcional. En recepción disponen de tienda, muy práctica, y servicios como alquiler de patinetes eléctricos y zona de negocios con impresora. Las habitaciones son espaciosas y agradables, limpias y acogedoras. Me sorprendió que hubiese hasta tabla para planchar y plancha.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
BUENA EXPERIENCIA,4,"Lo utilizo habitualmente por trabajo, pero también he estado visitando MALAGA con la familia y me he alojado allí. El hotel y el personal están muy bien. Lo único negativo es tener que utilizar el coche para cualquier cosa, y si tú objetivo es no utilizar mucho el coche no es el más adecuado.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Bueno,4,"Lo peor es que encontre una cucaracha en el baño en la tercera planta, lo cual creo que no debe ocurrir en un hotel de este nivel. Tambien entiendo que ese problema no es facil de resolver al cien por cien. ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Buen servicio,5,Muy atentos tanto el personal de recepción como el del restaurante y el de las habitaciones. El hotel muy limpio el único problema es que esta un poco lejos de los transportes públicos (paradas de autobús y metro) ,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Buen hotel,4,"Muy buen hotel, personal encantador y atentos a cualquier problema, habitaciones silenciosas y nuestra cama era grandísima. Solo un pero, la calefacción por la noche es un poco alta, por el sistema que tienen, por lo menos en cuarta planta. Para ir al centro , un metro (puerta blanca ) muy próximo y también autobuses, tienes un tramo para llegar hasta el casco antiguo, pero es un paseo muy agradable cuando vas de turismo. 100% recomendable!!!!",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Gran hotel,5,"Hotel bien comunicado, habitación limpia y gran atención del personal. Ideal para los que quieren pasar una gran noche. Habitación amplia, camas cómodas, ducha limpia, sábanas limpias y colchones muy cómodos",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Excelente,5,Buen hotel y servicio excelente. Estuve muy agusto en la estancia y todo genial. Volvería a repetir la experiencia sobre todo en Verano ya que no aproveché la piscina ni la zona de jardín.  Muy contento ,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Excelente estadía,5,"Fuimos al concierto de Mónica Naranjo, el hotel está muy bien ubicado, tiene metro y bus cerca, el sitio donde se celebró el concierto estaba a 10 minutos caminando y pudimos comer cerca también, tiene muchos establecimientos de comida rápida cerca",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
UNA BUENA OPCIÓN,4,"Nos alojamos en este hotel por dos noches . Es un hotel sencillo sin lujos , con buen desayuno.La limpeza de las habitaciones es excelente. El personal muy atento .- Enfrente hay un supermercado  y varios restaurantes.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Exeoeriencia,5,Experiencia satisfactoria y lo recomendaría ampliamente. La atención en general fue muy buena y especialmente la recepción y la del Restaurant. El personal muy atento y con disposición a satisfacer cualquier inquietud y necesidad.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Sonrisas,5,"Muy acogedores, amabilidad y buen servicio. Sin duda repetiré, y como siempre he dicho el que hace especial ese lugar son las personas que trabajan alli, para mí es el mejor hotel de toda la zona . Gracias!",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Repetiré,5,"limpio, cómodo, desayuno completo e instalaciones agradables. Personal profesional y atento. No contemplo otro hotel cuando, cada semana, viajo a Málaga. Descatar la amabilidad de todo el personal del hotel.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Muy bien,4,Buena atención e instalaciones. Las habitaciones son amplias y limpias. Además cada habitación cuenta con su plancha y tabla de planchar. La nevera vacía para que la llenes con lo que quieres y con tienda en recepción por si no quieres salir. Calidad precio Ok. Carta del restaurante amplia y muy buena la comida. Cuenta también con terraza en la piscina. Si te quieres mover en transporte público es complicado pero en coche sin problema ya que además se aparca muy bien en la calle.  ,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
ESTANCIA,5,"un buen servicio, simpáticos y serviciales, lo cual hizo mas fácil la estancia, en cuanto al servicio de habitaciones bastante rápido, los sanwich sin embargo podrían ser mejor. por lo demás todo correcto, el gimnasio muy cómodo y practico.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Agradable,4,El trato del personal es excelente. Desayuno muy bueno. La piscina buena. La ubicación es normal. Existe metro y autobús cercano. Taxi con muy buen precio para el centro. La limpieza de la habitación en mi caso fue regular. Internet gratuito muy mal.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
Viaje sorpresa.,5,"Llegue al hotel sin conocerlo. Buena relación calidad precio. Habitaciones grandes  y límpias, camas cómodas. Personal muy agradable. Piscina muy bien. Desayuno muy bueno. Aparcamiento fácil alrededor del hotel",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,1
estancia 16/08/19 al 18/08/19,3,"A parte de un pequeño problema que apreciamos que ya se ha avisado al hotel , todo lo demás fue bien. Las habitaciones son grandes y espaciosas, hotel tranquilo y muy bien ubicado con paradas de autobús y taxi muy cerca",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hilton_Garden_Inn_Malaga,3
Experiencia de 4 noches,4,"El hotel está céntrico, algunas habitaciones tienen vistas al puerto comercial y hacen bien la limpieza diaria.  Equivale a un 3 estrellas y el personal es muy educado. Las habitaciones son más bien pequeñas, en especial el cuarto de baño.   Estancia agradable.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Alameda_Malaga,1
"HOTEL CENTRICO, MUY BUENA ATENCION",3,"Hotel muy bien ubicado, parada autobuses en La Alameda a dos minutos y al centro 5 minutos. Para ser dos estrellas está muy bien, con caja fuerte, nevera, habitación comoda y con terraza y con muy buena limpieza,( no sirven desayunos ), el hotel esta en una octava planta  Personal atento, volveria sin dudarlo",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Alameda_Malaga,3
Hotel cómodo y céntrico,4,"La ubicación del hotel es inmejorable, a un paso de todo pero sin los inconvenientes del ruido, ya que el hotel empieza en una octava planta. Destacaría tanto la comodidad de las habitaciones (sobretodo la cama y la almohada), la limpieza y la amabilidad del personal. Es un hotel de 2 estrellas con lo necesario para una estancia agradable, y muy cómodo por la ubicación, la limpieza y los empleados",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Alameda_Malaga,1
